"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","2403","3.676","50.7","19.7","6.2","2.2","0.8","0.2","0.3","2.0","",".","16.6","0.0","1.0","0.1","0.1",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","99","3.742","64.6","28.3","1.0","5.1",".","1.0",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","33","3.818","69.7","27.3",".","3.0",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","513","3.582","40.2","27.7","8.4","3.5","1.9","0.6",".",".","",".","17.7",".",".",".",".",".","."
"Senior","","1350","3.648","47.1","18.4","6.9","1.9","0.7","0.1","0.3",".","",".","22.9","0.1","1.5",".",".",".","."
"Undergraduates","","1995","3.638","46.6","21.5","6.9","2.5","1.0","0.3","0.2",".","",".","20.1","0.1","1.0",".",".",".","."
"Special","","14","3.906","71.4","14.3",".",".",".",".",".",".","",".",".",".",".",".","14.3",".","."
"Graduate","","392","3.837","70.9","11.0","3.3","0.5",".",".","1.0","12.0","",".",".",".","0.8","0.5",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","2403","3.676","50.7","19.7","6.2","2.2","0.8","0.2","0.3","2.0","",".","16.6","0.0","1.0","0.1","0.1",".","."
