"","990
022","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
068","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
072","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","7","",".",".",".",".",".",".","",".","14.3","",".",".","",".","85.7","",".",".",".","."
"241
R M I","Dept. Total","424","3.331","37.0","20.3","25.0","7.3","8.3","0.2","",".","0.5","",".",".","",".","1.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","41","3.155","24.4","17.1","41.5","4.9","12.2",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","122","3.204","29.5","20.5","28.7","9.0","11.5","0.8","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","195","3.386","43.6","16.4","24.6","8.2","7.2",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","359","3.297","36.5","17.8","28.1","8.1","9.2","0.3","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","7","3.000","14.3","14.3","28.6","14.3","14.3",".","",".","14.3","",".",".","",".",".","",".",".",".","."
"Graduate","","58","3.633","43.1","36.2","5.2","1.7","1.7",".","",".","1.7","",".",".","",".","10.3","",".",".",".","."
"","Dept. Total","424","3.331","37.0","20.3","25.0","7.3","8.3","0.2","",".","0.5","",".",".","",".","1.4","",".",".",".","."
