"","990
086","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
117","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Accounting","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"Readng & Rsch-Accountng PhD","999
130","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"232
ACCT I S","Dept. Total","2546","3.264","33.9","20.3","26.0","9.4","8.1","1.5","0.4","0.2","",".",".","",".","0.0","0.1","0.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","2.938","25.0","12.5","25.0","12.5","18.8","6.3",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","496","2.985","20.0","18.8","26.4","16.1","15.3","2.8","0.6",".","",".",".","",".",".",".",".",".","."
"Junior","","774","3.132","27.4","16.9","30.7","11.0","10.7","2.5","0.5","0.1","",".",".","",".",".","0.1",".",".","."
"Senior","","671","3.340","36.7","18.5","29.8","8.5","5.4","0.7","0.3",".","",".",".","",".",".","0.1",".",".","."
"Undergraduates","","1957","3.164","28.7","17.9","29.3","11.4","10.1","2.0","0.5","0.1","",".",".","",".",".","0.1",".",".","."
"Special","","23","2.909","21.7","4.3","34.8","21.7","8.7",".","4.3",".","",".",".","",".",".",".","4.3",".","."
"Graduate","","566","3.663","52.5","29.2","14.5","1.8","1.1",".",".","0.9","",".",".","",".","0.2",".",".",".","."
"","Dept. Total","2546","3.264","33.9","20.3","26.0","9.4","8.1","1.5","0.4","0.2","",".",".","",".","0.0","0.1","0.0",".","."
