"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","143","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","151","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","153","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","161","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","163","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","164","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","165","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","166","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","75","3.960","97.3","1.3",".",".","1.3",".",".",".",".",".",".",".",".",".",".","."
"Chemical Biology
704","001","","22","3.750","59.1","31.8","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorg&Organometal Chemistry
713","001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organometal-Transitn Elemts
714","001","","14","3.393","35.7","28.6","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"Instrumental Analysis
721","001","","27","3.835","70.4","11.1","11.1",".",".",".",".","7.4",".",".",".",".",".",".",".","."
"Topics-Inorganic Chem
801","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organic Chemistry
843","001","","16","3.688","56.3","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Macromoleculr/Biophys
872","001","","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chemistry-Biology Interface
890","001","","27","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Teaching of Chemistry
901","001","","65","3.954","95.4",".","4.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 203 of 469",""
