"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","360
017","18","3.583","27.8","61.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
018","20","3.625","65.0","25.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","360
019","19","3.632","31.6","63.2","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
020","21","3.738","47.6","52.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
022","19","3.763","52.6","47.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
023","20","3.525","25.0","55.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
026","19","3.500","26.3","52.6","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","360
028","17","3.471","23.5","47.1","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
100","11","3.350","45.5","27.3","9.1",".",".",".","9.1",".",".",".",".",".","9.1",".",".","."
"Workplace Communication","Course Total","395","3.636","39.5","51.9","7.1","0.5","0.3",".","0.5",".",".",".",".",".","0.3",".",".","."
"Contemporary Topics","365
001","16","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Case Interview Analysis","370
001","51","3.804","72.5","19.6","5.9",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","656
001","21","3.643","38.1","52.4","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","656
010","62","3.694","45.2","50.0","3.2","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"","656
011","51","3.627","37.3","56.9",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Machine Learning-BusAnalytics","Course Total","134","3.660","41.0","53.0","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"","704
020","41","3.537","31.7","43.9","24.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","704
021","45","3.489","22.2","55.6","20.0","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"Data to Decisions","Course Total","86","3.512","26.7","50.0","22.1","1.2",".",".",".",".",".",".",".",".",".",".",".","."
"Role of Business in Society","713
050","22","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
001","28","3.500","21.4","57.1","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
010","64","3.727","50.0","45.3","4.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
011","49","3.602","30.6","59.2","10.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
050","42","3.595","26.2","66.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business Data Visualization","Course Total","183","3.622","35.0","55.7","9.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","730
010","62","3.685","50.0","41.9","4.8","1.6","1.6",".",".",".",".",".",".",".",".",".",".","."
"","730
011","50","3.540","36.0","36.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prescriptive Modeling & Opt","Course Total","112","3.621","43.8","39.3","15.2","0.9","0.9",".",".",".",".",".",".",".",".",".",".","."
"","740
001","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
010","52","3.663","46.2","42.3","9.6","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"","740
011","62","3.847","75.8","19.4","3.2","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"","740
050","42","3.667","42.9","52.4","2.4",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"Expmnts CausMthds-","Course Total","165","3.742","57.6","35.8","4.8","1.2","0.6",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","750
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","760
010","56","3.830","76.8","14.3","7.1","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"","760
011","64","3.828","75.0","18.8","4.7",".","1.6",".",".",".",".",".",".",".",".",".",".","."
"","760
050","42","3.821","66.7","31.0","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business Data Technology","Course Total","162","3.828","73.5","20.4","4.9","0.6","0.6",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","765
025","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Consulting Skills Bootcamp","777
010","30","3.883","80.0","16.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
