"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","","",""
"Creative Writing: Poetry","","Course Total","","25","3.780","84.0","4.0","4.0",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","411","001","","13","3.692","76.9","7.7",".","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"Bad Grammar","412","001","","18","3.694","55.6","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to TESOL Methods","415","001","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chaucers Courtly Poetry","426","001","","21","3.452","42.9","28.6","9.5","14.3","4.8",".",".",".",".",".",".",".",".",".",".","."
"Early Works of Shakespeare","431","001","","27","3.827","74.1","11.1","11.1",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"Topic in 18th-Century Lit","438","001","","30","3.583","66.7","23.3","3.3",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Topic in Brit Lit since 1900","453","001","","15","3.433","33.3","33.3","26.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Topic in 19th-Century Amer Lit","456","001","","24","3.500","33.3","41.7","8.3","12.5",".",".",".",".",".",".",".",".","4.2",".",".","."
"Topic in American Lit","457","001","","27","3.962","88.9","7.4",".",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"Topic-Ethnic&Multicultr Lit","461","001","","20","3.850","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in Asian American Lit","462","001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Asian American Poetry","465","001","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Advanced Fiction Workshop","508","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Techniques&Materials for TESOL","515","001","","9","3.556","55.6","11.1","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"English Grammar in Use","516","001","","14","3.654","42.9","42.9",".","7.1",".",".",".",".",".",".",".",".","7.1",".",".","."
"","533","001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","533","002","","15","3.833","80.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in Lit and Environment","","Course Total","","29","3.897","86.2","10.3",".","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in Theory","559","002","","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics Theatre Perf. Rsch.","651","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Project","680","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","691","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","695","001","","11","3.864","90.9",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","695","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Creative Writing","","Course Total","","12","3.875","91.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","699","098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","114","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","150","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Composition Studies","700","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing and Learning","701","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
