"","990
098","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
105","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","31","",".",".",".",".",".",".",".","67.7","",".",".","",".","32.3",".",".",".","."
"Spec Work-Ag & Appl Economics","999
083","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"108
A A E","Dept. Total","608","3.381","40.1","24.7","17.6","4.8","2.6","1.5","1.2","4.3","",".",".","",".","1.6","1.5","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.477","33.3","41.7","16.7","8.3",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","75","3.318","44.0","22.7","17.3","4.0","6.7","2.7","1.3",".","",".",".","",".",".","1.3",".",".","."
"Junior","","150","3.195","32.0","34.0","16.7","5.3","3.3","4.0","3.3",".","",".",".","",".",".","0.7","0.7",".","."
"Senior","","183","3.403","40.4","27.3","22.4","6.6","2.7",".","0.5",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","420","3.318","37.9","29.3","19.3","5.7","3.6","1.9","1.7",".","",".",".","",".",".","0.5","0.2",".","."
"Special","","29","3.451","37.9","24.1","6.9","3.4",".","3.4",".","17.2","",".",".","",".",".","6.9",".",".","."
"Graduate","","159","3.610","46.5","12.6","15.1","2.5","0.6",".",".","13.2","",".",".","",".","6.3","3.1",".",".","."
"","Dept. Total","608","3.381","40.1","24.7","17.6","4.8","2.6","1.5","1.2","4.3","",".",".","",".","1.6","1.5","0.2",".","."
