"","990
032","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
033","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
034","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis-Research","Course Total","55","",".",".",".",".",".",".",".","90.9","1.8",".","",".","7.3",".",".",".","."
"220
CBE","Dept. Total","1154","3.314","36.6","17.4","18.8","7.7","5.4","1.0","0.7","11.7","0.1","0.1","",".","0.3","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.531","42.9","32.7","18.4","4.1",".","2.0",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","67","3.174","49.3","14.9","17.9","9.0","9.0",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","138","3.115","34.8","18.1","17.4","14.5","10.1","2.9","2.2",".",".",".","",".",".",".",".",".","."
"Senior","","585","3.295","40.0","17.4","24.3","9.2","6.8","1.0","0.9","0.2",".",".","",".",".","0.2",".",".","."
"Undergraduates","","839","3.261","40.0","18.2","22.3","9.8","7.2","1.3","1.0","0.1",".",".","",".",".","0.1",".",".","."
"Special","","13","2.956","15.4","7.7","30.8","30.8","7.7",".",".","7.7",".",".","",".",".",".",".",".","."
"Graduate","","335","3.606","34.9","14.0","7.8","0.9","0.3","0.3",".","39.7","0.3","0.3","",".","1.2","0.3",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1188","3.314","38.4","16.9","18.3","7.5","5.2","1.0","0.7","11.4","0.1","0.1","",".","0.3","0.2",".",".","."
