"990","057
1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","070
1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","083
9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research","Course Total
23","",".",".",".",".",".",".",".","87.0",".",".",".","13.0",".",".",".","."
"362
M&ENVTOX","Dept. Total
57","3.885","54.4","3.5","1.8",".",".",".",".","35.1",".",".",".","5.3",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","",""
"Senior","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","53","3.933","54.7","3.8",".",".",".",".",".","35.8",".",".",".","5.7",".",".",".","."
"Prof Yr 2","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
57","3.885","54.4","3.5","1.8",".",".",".",".","35.1",".",".",".","5.3",".",".",".","."
