"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Master's Research","Course Total","","145","",".",".",".",".",".",".",".","99.3",".",".",".",".",".",".","0.7","."
"839","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","002","","33","3.924","84.8","15.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","003","","50","3.949","92.0","2.0","4.0",".",".",".",".","2.0",".",".",".",".",".",".",".","."
"839","004","","68","3.985","94.1","2.9",".",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"839","006","","21","3.833","76.2","14.3","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","007","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Core Topics in Computing","Course Total","","199","3.952","91.0","5.5","2.0",".",".",".",".","1.5",".",".",".",".",".",".",".","."
"Theory of Machine Learning
861","001","","22","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","002","","20","3.842","65.0","30.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Topics in Theortcl Comp Sci","Course Total","","30","3.897","76.7","20.0",".",".",".",".",".","3.3",".",".",".",".",".",".",".","."
"899","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","101","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"899","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","122","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","124","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","128","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","138","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","140","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","142","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","148","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","152","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","154","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","155","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","156","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","158","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 226 of 469",""
