"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"100","101","","30","3.800","86.7","3.3","3.3","3.3",".","3.3",".",".",".",".",".",".",".",".",".","."
"100","102","","29","3.948","93.1","3.4","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biochemistry Freshman Seminar","Course Total","","59","3.873","89.8","3.4","3.4","1.7",".","1.7",".",".",".",".",".",".",".",".",".","."
"104","001","","53","3.915","90.6","5.7","1.9",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"104","002","","61","3.984","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Molecules to Life & Science","Course Total","","114","3.952","93.9","4.4","0.9",".","0.9",".",".",".",".",".",".",".",".",".",".","."
"299","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","26","3.991","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics
375","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"501","001","","332","3.613","61.7","13.3","15.7","5.4","3.0","0.3","0.3","0.3",".",".",".",".",".",".",".","."
"501","002","","458","3.516","51.5","18.1","15.7","7.9","4.6","0.7",".","1.3",".",".",".",".","0.2",".",".","."
"Introduction-Biochemistry","Course Total","","790","3.557","55.8","16.1","15.7","6.8","3.9","0.5","0.1","0.9",".",".",".",".","0.1",".",".","."
"General Biochemistry I
507","001","","113","3.191","35.4","19.5","16.8","10.6","9.7","4.4","0.9","0.9",".",".",".",".",".","0.9","0.9","."
"General Biochemistry II
508","001","","57","3.018","40.4","12.3","17.5","5.3","10.5","10.5","3.5",".",".",".",".",".",".",".",".","."
"Nutr Biochm & Mtblsm
510","001","","56","3.455","53.6","8.9","25.0","3.6","7.1","1.8",".",".",".",".",".",".",".",".",".","."
"Biochemical Methods
551","001","","86","3.738","62.8","25.6","8.1","3.5",".",".",".",".",".",".",".",".",".",".",".","."
"Protein&Enzyme Struct&Funct
601","001","","24","3.370","20.8","29.2","45.8",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"Math Mthds for Systems Biology
609","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prokaryotic Molecular Biol
612","001","","18","3.611","55.6","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Plant Biochemistry
621","001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".",".","6.7","."
"Plant Genetics
631","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Mol Ctrl of Mtblsm & Mtblc Dis
645","001","","20","3.625","55.0","25.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry
665","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Senior Honors Thesis
682","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","","Page 13 of 469"
