"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","",""
"","711
006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","711
010","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
012","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","711
018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","711
019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Current Topics-Ed Psych","Course Total","","75","4.000","98.7",".",".",".",".",".",".",".",".",".",".",".",".","1.3",".","."
"Intro to Qualitative Research","719
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Child Development","720
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory & Issues-Human Dev","725
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cog Assess-Children in Schools","Course Total","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","760
001","","28","3.946","89.3","10.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","760
002","","28","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Meth Appl to Educ I","Course Total","","56","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro: Dsgn-Ed Experiments","762
001","","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regression Models in Education","763
001","","25","3.880","84.0","12.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Test Construction","771
001","","13","3.577","23.1","69.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Qual Rsch Mthds-Educ: Field II","789
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MSPE Capstone","791
001","","26","",".",".",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".","."
"Intro to Learning Sciences I","795
001","","12","4.000","91.7",".",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Intro Quant Inquiry in Educ","822
001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Surveys/Quant Data Collection","827
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Beg Practicum in School Psych","828
001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinic Practicum School Psych","829
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","830
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","830
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Practicum School Psych","Course Total","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv. Practicum School Psych","840
006","","8","",".",".",".",".",".",".",".","12.5",".",".",".","87.5",".",".",".","."
"Chld&Adoles Psychpathl/Schl","844
001","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prevention Science","880
002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Seminar in Human Dev","925
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","943
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","943
002","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internshp-School Psychology","Course Total","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evaluation Research","945
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Res and Meas in School Psych","948
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Quasi-Experimental Designs","963
001","","18","3.647","55.6","16.7","16.7","5.6",".",".",".",".",".",".",".",".","5.6",".",".","."
"Applied Bayesian Statistics","965
001","","13","4.000","84.6",".",".",".",".",".",".",".",".",".",".",".","15.4",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","","Page 98 of 469"
