"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"DANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","",""
"","101
001","36","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","31","3.984","96.8","3.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballroom Dance I","Course Total","67","3.948","92.5","4.5","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Jazz Dance","103
001","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet I","105
001","31","3.952","90.3","9.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet II","106
001","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
010","43","3.791","65.1","27.9","7.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
011","41","3.890","85.4","9.8","2.4","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"","110
012","29","4.000","96.6",".",".",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"","110
013","30","4.000","96.7",".",".",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"Workshop in Dance Activity","Course Total","143","3.904","83.9","11.2","2.8","0.7",".",".",".","0.7",".",".",".",".","0.7",".",".","."
"","111
001","26","3.942","88.5","11.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","111
002","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cont Dance Technique&Theory I","Course Total","56","3.963","94.6","5.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
001","26","3.981","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Hip-Hop Dance Tech&Theory1","Course Total","28","3.981","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
001","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"African Dance","Course Total","28","3.946","92.9","3.6","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Asian American Movement","121
001","14","3.821","85.7",".","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique I","125
001","33","3.970","93.9","6.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Relax Techs for Stress Mgmt","133
001","39","3.833","82.1","5.1","2.6",".",".",".","2.6","2.6",".",".",".",".",".",".","5.1","."
"","135
001","32","3.781","75.0","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","135
002","31","3.984","96.8","3.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","135
003","27","3.404","51.9","11.1","22.2",".","7.4",".","3.7","3.7",".",".",".",".",".",".",".","."
"","135
004","44","3.852","79.5","13.6","4.5","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Pilates Mat I","Course Total","134","3.778","76.9","10.4","7.5","2.2","1.5",".","0.7","0.7",".",".",".",".",".",".",".","."
"Pilates Equipment I","136
001","19","3.806","68.4","15.8","10.5",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Dance Production","140
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","156
001","22","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","156
002","24","3.813","70.8","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Movemnt as Matl Thru Improv","Course Total","46","3.859","76.1","19.6","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Year Workshop","162
001","32","3.938","90.6","6.3","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"World Dance Cultures","165
001","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing the Moving Body","200
001","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211
001","18","3.750","61.1","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211
002","11","3.364","45.5","9.1","18.2","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Dance Tech & Th III","Course Total","29","3.660","55.2","20.7","13.8","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"","225
001","20","3.825","75.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","225
002","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 106 of 469",""
