"EDU","","","","","","","","","","","","","","","","","","","","","",""
"CURRICULUM AND INSTRUCTIO Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
272
CURRIC","2163","3.949","77.7","3.7","2.0","0.1","0.2","",".","",".","2.0","",".","11.9","",".","1.1","1.1",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","24","3.825","79.2","12.5","8.3",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","70","3.902","87.1","7.1","4.3","1.4",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","480","3.962","94.2","2.3","2.3",".","0.2","",".","",".",".","",".","0.4","",".",".","0.6",".",".","."
"Senior","868","3.948","80.2","4.4","1.4","0.1","0.3","",".","",".",".","",".","13.4","",".",".","0.2",".",".","."
"Undergraduates","1442","3.949","85.2","4.0","1.9","0.1","0.3","",".","",".",".","",".","8.2","",".",".","0.3",".",".","."
"Special","40","3.980","97.5",".",".","2.5",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","681","3.948","60.8","3.2","2.2",".",".","",".","",".","6.3","",".","20.4","",".","3.5","2.6",".","0.9","."
"Dept. Total","2163","3.949","77.7","3.7","2.0","0.1","0.2","",".","",".","2.0","",".","11.9","",".","1.1","1.1",".","0.3","."
