"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Art/Sci of Human Flourishing","120
001","147","3.782","73.5","19.7","2.7","2.0","0.7","0.7","0.7",".",".",".",".",".",".",".",".","."
"Hum Sexuality-Soc,Psych Iss","160
001","104","3.471","45.2","31.7","11.5","4.8","2.9","2.9","1.0",".",".",".",".",".",".",".",".","."
"","202
001","335","3.216","32.8","22.4","20.3","13.4","6.0","4.5","0.3",".",".",".",".",".","0.3",".",".","."
"","202
002","372","3.223","37.4","21.8","16.1","11.3","7.3","3.8","1.9",".",".",".",".",".",".",".","0.5","."
"","202
003","240","3.802","77.9","13.8","4.2","1.7","1.3","1.3",".",".",".",".",".",".",".",".",".","."
"","202
004","227","3.222","32.6","23.3","21.1","11.9","5.7","2.6","1.8","0.4",".",".",".",".","0.4",".",".","."
"","202
005","307","2.682","20.2","17.9","14.0","18.2","12.7","11.7","5.2",".",".",".",".",".",".",".",".","."
"","202
006","390","3.745","74.1","11.5","6.7","1.5","1.0","0.3","1.8",".",".",".",".",".",".",".","3.1","."
"","202
007","25","3.720","76.0","16.0",".",".","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"","202
010","18","2.861","22.2","22.2","22.2","5.6","16.7","5.6","5.6",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1914","3.315","46.2","18.3","13.5","9.5","5.7","4.0","1.9","0.1",".",".",".",".","0.1",".","0.7","."
"","210
001","65","3.177","30.8","12.3","35.4","10.8","7.7","3.1",".",".",".",".",".",".",".",".",".","."
"","210
002","52","2.173","7.7","7.7","17.3","7.7","40.4","7.7","11.5",".",".",".",".",".",".",".",".","."
"","210
003","56","1.991","10.7","3.6","16.1","8.9","30.4","12.5","17.9",".",".",".",".",".",".",".",".","."
"","210
004","65","3.092","27.7","13.8","30.8","10.8","15.4",".","1.5",".",".",".",".",".",".",".",".","."
"","210
005","65","3.338","60.0","3.1","13.8","3.1","15.4","3.1","1.5",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","303","2.802","28.7","8.3","23.1","8.3","20.8","5.0","5.9",".",".",".",".",".",".",".",".","."
"","225
001","58","3.086","13.8","19.0","43.1","19.0","5.2",".",".",".",".",".",".",".",".",".",".","."
"","225
002","63","3.167","12.7","34.9","28.6","20.6","3.2",".",".",".",".",".",".",".",".",".",".","."
"","225
003","70","3.857","85.7","5.7","4.3","2.9","1.4",".",".",".",".",".",".",".",".",".",".","."
"","225
004","71","3.873","88.7","2.8","4.2","2.8","1.4",".",".",".",".",".",".",".",".",".",".","."
"Research Methods","Course Total","262","3.525","53.1","14.9","18.7","10.7","2.7",".",".",".",".",".",".",".",".",".",".","."
"Issues in Psychology","311
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","56","3.709","60.7","32.1","1.8",".","1.8",".","1.8",".",".",".",".",".","1.8",".",".","."
"Junior Honors Seminar","380
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology Law & Social Policy","401
001","190","3.423","40.0","18.9","31.1","6.3","2.6",".","0.5","0.5",".",".",".",".",".",".",".","."
"Abnormal Psychology","405
001","355","2.991","14.1","29.9","28.2","12.4","7.6","5.1","2.0",".",".",".",".",".","0.6",".","0.3","."
"","414
001","267","2.779","22.8","12.4","23.2","16.1","12.7","7.9","4.9",".",".",".",".",".",".",".",".","."
"","414
002","16","3.750","68.8","12.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cognitive Psychology","Course Total","283","2.851","25.4","12.4","23.0","15.2","12.0","7.4","4.6",".",".",".",".",".",".",".",".","."
"","449
001","160","3.196","23.1","31.3","20.6","15.0","6.3","1.9","0.6",".",".",".",".",".","1.3",".",".","."
"","449
002","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Behavior","Course Total","174","3.266","27.6","29.9","19.5","13.8","5.7","1.7","0.6",".",".",".",".",".","1.1",".",".","."
"","456
001","274","3.372","47.4","18.6","13.5","10.9","5.5","2.2","1.5",".",".",".",".",".","0.4",".",".","."
"","456
002","15","3.679","53.3","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".","6.7",".","."
"Social Psychology","Course Total","289","3.391","47.8","19.0","13.1","10.7","5.2","2.1","1.4",".",".",".",".",".","0.3","0.3",".","."
"Child Development","460
001","189","3.521","51.3","22.2","15.3","4.8","4.8","1.6",".",".",".",".",".",".",".",".",".","."
"Depth Topic in Social Science","501
001","166","3.588","48.8","31.3","11.4","4.2","2.4",".","0.6",".",".",".",".",".","1.2",".",".","."
"Depth Topic in Bio Science","505
001","70","3.386","42.9","20.0","22.9","8.6","2.9","1.4","1.4",".",".",".",".",".",".",".",".","."
"Human Emotions:Biology-Culture","508
001","168","3.290","35.7","22.6","17.9","14.9","6.5","1.2","0.6",".",".",".",".",".",".",".","0.6","."
"Psychology of Women and Gender","522
001","26","3.220","23.1","34.6","26.9",".","3.8","7.7",".","3.8",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 325 of 469",""
