"FOREST AND WILDLIFE ECOLO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","",""
"990
014","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990
031","12","",".",".",".",".",".",".",".","25.0",".",".",".","75.0",".",".",".","."
"990
032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990
037","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990
044","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990
046","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990
052","11","",".",".",".",".",".",".",".","9.1",".",".",".","90.9",".",".",".","."
"990
054","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Course Total
Research and Thesis","71","",".",".",".",".",".",".",".","38.0",".",".",".","62.0",".",".",".","."
"Advanced Independent Study
999
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dept. Total
396
F&W ECOL","689","3.348","43.8","14.1","13.1","5.4","6.8","2.2","1.2","5.7",".",".",".","6.5","1.2","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","",""
"Freshmen","65","3.017","32.3","16.9","20.0","10.8","9.2","7.7","3.1",".",".",".",".",".",".",".",".","."
"Sophomore","96","3.220","46.9","15.6","15.6","4.2","14.6",".","3.1",".",".",".",".",".",".",".",".","."
"Junior","151","3.225","47.0","17.2","13.9","7.9","7.3","4.0","2.0",".",".",".",".",".","0.7",".",".","."
"Senior","250","3.499","56.8","13.6","13.2","5.2","6.4","1.6",".",".",".",".",".","0.4","2.8",".",".","."
"Undergraduates","562","3.324","49.6","15.3","14.6","6.4","8.4","2.7","1.4",".",".",".",".","0.2","1.4",".",".","."
"Special","10","3.667","30.0","20.0","10.0",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"Graduate","117","3.598","17.1","7.7","6.0","0.9",".",".",".","29.9",".",".",".","37.6",".","0.9",".","."
"Dept. Total","689","3.348","43.8","14.1","13.1","5.4","6.8","2.2","1.2","5.7",".",".",".","6.5","1.2","0.1",".","."
