"MATHEMATICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","",""
"96","023","","26","2.577","11.5","15.4","30.8","7.7","15.4","15.4","3.8",".",".",".",".",".",".",".",".","."
"96","024","","19","2.605","15.8","15.8","21.1","10.5","21.1","10.5","5.3",".",".",".",".",".",".",".",".","."
"Preparatory Algebra","Course Total","","580","2.709","20.5","15.2","24.5","8.4","15.0","8.8","6.7",".",".",".",".",".","0.9",".",".","."
"967","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"967","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Number Theory","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Foundations of Math
975","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","108","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","151","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","164","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","172","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","174","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","175","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","176","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","179","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","181","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","190","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","199","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","268","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","Course Total","","46","",".",".",".",".",".",".",".","78.3",".",".",".","21.7",".",".",".","."
