"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"CIVIL SOC & COMMUNITY STUDI Section","","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"247
CSCS","","","","","","","","","","","","","","","","","","","","",""
"Community and Social Change","125","001","","95","3.803","78.9","15.8","1.1",".",".","2.1","1.1",".",".",".",".",".","1.1",".",".","."
"CNPL Leadership Symposium","254","001","","30","3.948","90.0","3.3","3.3",".",".",".",".","3.3",".",".",".",".",".",".",".","."
"Nonprofit Sector: Overview","300","001","","92","3.896","84.8","10.9","1.1","1.1","1.1",".",".","1.1",".",".",".",".",".",".",".","."
"American Indian Communities","330","001","","33","3.591","57.6","18.2","12.1","9.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"Communicating-Key Audiences","335","001","","45","3.878","84.4","11.1","2.2",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","375","001","","38","3.592","60.5","28.9","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"Philanthropy & Civic Engagemnt","400","001","","33","3.879","93.9",".","3.0",".",".","3.0",".",".",".",".",".",".",".",".",".","."
"","455","001","","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","455","002","","32","3.875","96.9",".",".",".",".",".","3.1",".",".",".",".",".",".",".",".","."
"Entrepreneurialism and Society","","Course Total","","66","3.939","98.5",".",".",".",".",".","1.5",".",".",".",".",".",".",".",".","."
"Child Health and Human Rights","470","001","","29","3.500","65.5","13.8","10.3","3.4",".",".","6.9",".",".",".",".",".",".",".",".","."
"Special Topics","501","001","","38","3.763","65.8","23.7","7.9","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"Community Based Resrch & Eval","570","001","","21","3.810","85.7","9.5",".",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"Internship","601","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Civil Soc & Community Research","801","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Mixed-Methods Comm Research","812","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","999","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","10","3.813","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
