"ALS","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","Dept. Total","387","3.818","70.3","9.8","4.4","1.8","1.3","0.3","",".","6.2","",".",".","",".","5.7","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.841","63.2","31.6",".",".",".",".","",".",".","",".",".","",".",".","5.3",".",".","."
"Sophomore","","52","3.583","63.5","11.5","9.6","9.6","5.8",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","111","3.876","82.9","11.7","3.6","1.8",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","132","3.877","87.1","6.8","4.5",".","0.8","0.8","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","314","3.823","80.3","10.8","4.8","2.2","1.3","0.3","",".",".","",".",".","",".",".","0.3",".",".","."
"Special","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","72","3.818","27.8","5.6","2.8",".",".",".","",".","33.3","",".",".","",".","30.6",".",".",".","."
"","Dept. Total","387","3.818","70.3","9.8","4.4","1.8","1.3","0.3","",".","6.2","",".",".","",".","5.7","0.3",".",".","."
