"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"","101","001","12","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101","002","14","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Norwegian","","Course Total","26","3.577","34.6","46.2","19.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Swedish","111","001","8","3.313","75.0",".",".","12.5",".",".","12.5",".",".",".",".",".",".",".",".","."
"First Semester Danish","121","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Norwegian","201","001","6","3.000","33.3","16.7",".","16.7","33.3",".",".",".",".",".",".",".",".",".",".","."
"Second Year Swedish","211","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Danish","221","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Scandinavia","250","001","20","3.941","75.0","10.0",".",".",".",".",".","10.0",".",".",".",".",".","5.0",".","."
"Readings in Norwegian Lit","251","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Readings in Swedish Lit","261","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","299","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Nordic Mythology","342","001","28","3.429","14.3","21.4","10.7",".","3.6",".",".","50.0",".",".",".",".",".",".",".","."
"Contemporary Scand Langs","401","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Scand Linguistics","410","001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","411","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Areas in Scandinavian Lit","","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scandinavian Children's Lit","419","001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"19th C Scand Fiction","424","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Sexual Politics in Scandinavia","438","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing-HC Andersen for Majors","475","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","799","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Special Topics","901","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
