"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","852
001","12","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","852
002","25","",".",".",".",".",".",".",".","88.0",".",".",".",".",".",".",".","12.0"
"","852
003","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","45","",".",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","11.1"
"","854
001","15","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"","854
002","14","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","854
003","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
006","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
007","9","",".",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","11.1"
"","854
008","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
009","10","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"","854
010","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
011","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
012","8","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","854
013","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
014","39","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
015","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
016","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
017","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
018","24","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
019","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","229","",".",".",".",".",".",".",".","95.6",".",".",".",".",".",".",".","4.4"
"Advanced Criminal Procedure","860
002","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","862
001","16","",".",".",".",".",".",".",".","93.8",".",".",".",".",".",".",".","6.3"
"","862
002","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"Institutionalized Persons","Course Total","22","",".",".",".",".",".",".",".","90.9",".",".",".",".",".",".",".","9.1"
"Immigration Law","873
001","28","1.786","25.0",".","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","87","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Journal of Law, Gender & Soc.","896
001","50","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","89","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","904
001","14","1.769","14.3",".","35.7",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","915
001","25","1.583","20.0",".","24.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"","915
002","12","0.636","8.3",".","8.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","915
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","915
004","7","1.667","14.3",".","28.6",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","Course Total","48","1.341","14.6",".","18.8",".",".",".",".","12.5",".",".",".",".","2.1",".",".","."
"","918
001","40","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","918
003","8","0.750","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 367 of 469",""
