"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","203
001","","12","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".",".",".",".","."
"","203
002","","15","3.433","6.7","73.3","20.0",".","",".","",".","",".",".","",".","",".",".","",".",".",".",".","."
"","203
003","","17","3.588","35.3","52.9","5.9","5.9","",".","",".","",".",".","",".","",".",".","",".",".",".",".","."
"","203
004","","18","3.882","72.2","22.2",".",".","",".","",".","",".",".","",".","",".",".","",".","5.6",".",".","."
"Intro Cross-Cultrl Lit Form","Course Total","","62","3.713","51.6","38.7","6.5","1.6","",".","",".","",".","",".","",".",".","",".",".","1.6",".",".","."
"Research and Thesis","990
022","","1","***","","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"260
COMP LIT","Dept. Total","","63","3.713","50.8","38.1","6.3","1.6","",".","",".","",".","",".","",".",".","",".","1.6","1.6",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","13","3.962","92.3","7.7",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"Sophomore","","","24","3.630","41.7","41.7","8.3","4.2","",".","",".","",".","",".","",".",".","",".",".","4.2",".",".","."
"Junior","","","20","3.650","35.0","60.0","5.0",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"Senior","","","5","***","","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Undergraduates","","","62","3.713","51.6","38.7","6.5","1.6","",".","",".","",".","",".","",".",".","",".",".","1.6",".",".","."
"Graduate","","","1","***","","","","","","","","","","","","","","",".","",".","100.0",".",".",".","."
"","Dept. Total","","63","3.713","50.8","38.1","6.3","1.6","",".","",".","",".","",".","",".",".","",".","1.6","1.6",".",".","."
