"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Advanced Polymer Processing
717","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Comp Ctrl-Machines&Proc
747","003","","17","3.735","52.9","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"HPC for Apps in Engr
759","001","","39","3.842","71.8","20.5","5.1",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"Precision Measurements
768","001","","14","3.875","64.3","21.4",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","068","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","080","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","096","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","50","",".",".",".",".",".",".",".","90.0",".",".",".","10.0",".",".",".","."
"890","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","006","","7","",".",".",".",".",".",".",".","71.4",".",".",".","14.3","14.3",".",".","."
"890","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
