"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","21","3.952","95.2",".","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","21","3.786","90.5","4.8",".",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","100
004","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
005","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","100
006","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
008","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","20","3.875","85.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","17","3.735","82.4",".","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","100
011","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","19","3.632","73.7","10.5","10.5",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
013","18","3.722","61.1","33.3",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
014","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
016","20","3.725","90.0",".",".","5.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"","100
017","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","18","3.917","94.4",".",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
020","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","20","3.800","90.0",".","5.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","100
023","20","3.700","80.0",".","15.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","100
024","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
025","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
026","21","3.619","90.5",".",".",".",".",".","9.5",".",".",".",".",".",".",".",".","."
"","100
027","21","3.833","81.0","9.5","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
028","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","18","3.667","88.9",".",".",".","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","557","3.874","89.9","4.5","2.5","0.9","0.5","0.4","1.1",".",".",".",".",".","0.2",".",".","."
"","102
001","19","3.895","89.5","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","18","3.500","77.8",".","5.6",".","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","102
004","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","20","3.850","80.0","15.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","113","3.841","85.8","7.1","2.7","1.8","1.8",".","0.9",".",".",".",".",".",".",".",".","."
"","104
001","17","3.824","82.4","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","18","3.861","88.9","5.6",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","104
004","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","68","3.919","92.6","2.9","1.5","1.5","1.5",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","107
001","146","3.897","89.7","5.5","1.4","2.7",".","0.7",".",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 72 of 469"
