"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"890","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","027","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","039","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","048","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","062","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","068","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","080","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","086","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","088","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","089","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Research and Thesis","Course Total","","110","",".",".",".",".",".",".",".","85.5",".",".",".","11.8","2.7",".",".","."
"964","032","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","035","","16","3.533","43.8","25.0","12.5","12.5",".",".",".","6.3",".",".",".",".",".",".",".","."
"Spec Adv Topics-Mech Engr","Course Total","","32","3.742","65.6","18.8","6.3","6.3",".",".",".","3.1",".",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 151 of 469",""
