"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","101
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","101
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","101
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Chem I Laboratory","Course Total","3","***","","","","","","","","","","","","","","","",""
"General Chem II Laboratory","102
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","103
001","248","2.940","25.4","12.1","29.4","11.3","13.3","6.9","1.6",".",".",".",".",".",".",".",".","."
"","103
002","268","2.920","24.6","13.1","26.5","13.4","14.6","5.6","2.2",".",".",".",".",".",".",".",".","."
"","103
003","273","2.971","25.6","15.4","23.1","13.2","15.8","5.9","0.7",".",".",".",".",".",".",".","0.4","."
"","103
004","241","2.979","27.0","15.8","26.6","10.8","10.4","7.5","2.1",".",".",".",".",".",".",".",".","."
"","103
005","285","2.881","23.9","14.0","23.5","12.6","16.8","7.7","1.4",".",".",".",".",".",".",".",".","."
"","103
006","222","2.932","25.2","13.5","23.0","13.5","17.6","5.9","0.9",".",".",".",".",".","0.5",".",".","."
"","103
007","269","3.034","27.5","17.1","26.8","7.4","13.8","5.9","1.1",".","0.4",".",".",".",".",".",".","."
"","103
008","223","2.975","27.4","13.9","22.9","12.6","17.5","4.5","1.3",".",".",".",".",".",".",".",".","."
"General Chemistry I","Course Total","2029","2.953","25.8","14.4","25.2","11.8","14.9","6.3","1.4",".","0.0",".",".",".","0.0",".","0.0","."
"","104
001","241","2.907","25.3","10.4","31.1","10.0","11.6","11.6",".",".",".",".",".",".",".",".",".","."
"","104
002","287","3.003","30.0","12.2","25.8","8.0","16.7","7.0","0.3",".",".",".",".",".",".",".",".","."
"General Chemistry II","Course Total","528","2.959","27.8","11.4","28.2","8.9","14.4","9.1","0.2",".",".",".",".",".",".",".",".","."
"General Chemistry I","105
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Chemistry II","106
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","109
001","229","3.474","50.7","19.7","15.3","7.4","4.4","1.3","0.9",".",".",".",".",".",".",".","0.4","."
"","109
002","224","3.475","52.2","17.0","16.1","7.6","5.4","1.3","0.4",".",".",".",".",".",".",".",".","."
"","109
003","55","3.909","85.5","10.9","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","508","3.522","55.1","17.5","14.4","6.7","4.3","1.2","0.6",".",".",".",".",".",".",".","0.2","."
"Chemical Principles I","115
001","30","3.550","56.7","20.0","16.7","3.3",".",".","3.3",".",".",".",".",".",".",".",".","."
"Intro Topics in Chemistry","175
001","17","3.618","70.6","17.6","5.9",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Entering Research I","260
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
151","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","37","2.919","10.8","21.6","24.3","27.0","16.2",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","65","3.215","33.8","18.5","24.6","9.2","12.3",".","1.5",".",".",".",".",".",".",".",".","."
