"ALS","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
864
C&E SOC","193","3.719","64.8","19.2","7.3","2.1","1.0","0.5","0.5","1.0","",".",".","",".","",".","1.6","0.5","1.6","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","15","3.939","86.7","13.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","35","3.419","51.4","20.0","14.3","2.9","5.7","2.9","2.9",".","",".",".","",".","",".",".",".",".","."
"Junior","46","3.701","52.2","32.6","13.0",".",".",".",".",".","",".",".","",".","",".","2.2",".",".","."
"Senior","70","3.801","72.9","15.7","4.3","4.3",".",".",".",".","",".",".","",".","",".","1.4","1.4",".","."
"Undergraduates","166","3.698","63.9","21.1","8.4","2.4","1.2","0.6","0.6",".","",".",".","",".","",".","1.2","0.6",".","."
"Special","5","***","","","","","","","","","","",".","",".","",".",".",".","60.0","."
"Graduate","22","3.967","81.8","4.5",".",".",".",".",".","9.1","",".",".","",".","",".","4.5",".",".","."
"Dept. Total","193","3.719","64.8","19.2","7.3","2.1","1.0","0.5","0.5","1.0","",".",".","",".","",".","1.6","0.5","1.6","."
