"","990
081","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
086","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
087","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","36","",".",".",".",".",".",".",".","86.1","5.6",".","",".","8.3",".",".",".","."
"612
M E","Dept. Total","3599","3.451","44.5","22.4","14.8","6.3","3.5","1.6","0.6","4.9","0.1","0.1","",".","0.6","0.3","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","140","3.536","52.9","28.6","8.6","4.3","2.1","1.4","2.1",".",".",".","",".",".",".",".",".","."
"Sophomore","","397","3.435","51.1","19.4","14.1","7.6","4.0","2.5","0.8",".",".",".","",".",".","0.5",".",".","."
"Junior","","719","3.209","37.6","23.2","17.4","10.0","7.6","3.6","0.6",".",".",".","",".",".",".",".",".","."
"Senior","","1735","3.489","47.6","24.6","16.7","6.5","2.6","1.0","0.6",".",".",".","",".",".","0.2","0.1","0.1","."
"Undergraduates","","2991","3.422","45.9","23.8","16.1","7.4","4.0","1.9","0.7",".",".",".","",".",".","0.2","0.0","0.0","."
"Special","","24","3.414","25.0","25.0","25.0","8.3",".",".",".",".",".",".","",".",".","8.3",".","8.3","."
"Graduate","","688","3.669","32.6","13.1","6.5","0.9","1.2","0.4",".","40.4","0.3","0.6","",".","3.1","0.9",".","0.1","."
"","Dept. Total","3703","3.451","43.3","21.8","14.4","6.2","3.4","1.6","0.6","7.5","0.1","0.1","",".","0.6","0.4","0.0","0.1","."
