"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","",""
"205","044","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"205","045","4","***","","","","","","","","","",".",".",".",".",".",".","."
"205","062","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"205","118","1","***","","","","","","","","","",".",".",".",".",".",".","."
"205","144","1","***","","","","","","","","","",".",".",".",".",".",".","."
"205","162","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Voice","Course Total","25","4.000","96.0",".",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"Elem/Intmed Flute
207","010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Oboe
209","059","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Brass Fundamentals
21","001","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"211","019","7","3.714","85.7",".",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"211","119","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Clarinet","Course Total","8","3.778","87.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Element/Intermed Saxophone
213","049","4","***","","","","","","","","","",".",".",".",".",".",".","."
"215","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"215","132","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Bassoon","Course Total","2","***","","","","","","","","","","","","","","","",""
"217","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"217","120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Horn","Course Total","4","***","","","","","","","","","","","","","","","",""
"Elem/Intmed Trumpet
219","063","6","3.083","33.3","50.0",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"Strings Fundamentals
22","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"221","089","3","***","","","","","","","","","",".",".",".",".",".",".","."
"221","189","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trombone","Course Total","4","***","","","","","","","","","","","","","","","",""
"Elem/Intmed Euphonium
223","035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Percussion
227","033","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"231","025","4","***","","","","","","","","","",".",".",".",".",".",".","."
"231","083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"231","084","2","***","","","","","","","","","",".",".",".",".",".",".","."
"231","125","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","Course Total","8","3.889","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola
233","073","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello
235","085","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Double Bass
237","066","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp
239","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar
240","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"241","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"241","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"241","066","2","***","","","","","","","","","",".",".",".",".",".",".","."
"241","092","5","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 308 of 469",""
