"","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"990","170","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","171","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","172","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","173","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","174","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","175","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","178","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","179","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","187","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","188","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","200","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","63","",".",".",".",".",".",".",".","84.1",".",".",".","14.3",".",".","1.6","."
