"Emergence of GWS Field","810
001","8","3.938","87.5","12.5",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"Pedagogy - Gender & Women's St","840
001","8","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"Independent Research","999
011","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"963
GEN&WS","Dept. Total","1644","3.737","73.2","13.5","4.2","1.8","1.9","1.0","1.1","0.5","",".","1.2","",".","0.2","0.9","0.3","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","204","3.633","67.6","13.7","3.9","2.9","2.0","2.0","2.0",".","",".","5.9","",".",".",".",".",".","."
"Sophomore","","436","3.694","69.5","15.4","5.7","2.1","2.5","1.4","0.9",".","",".","1.4","",".",".","1.1",".",".","."
"Junior","","398","3.786","77.4","12.6","4.0","1.5","1.5","0.8","0.8",".","",".","0.3","",".",".","1.0","0.3",".","."
"Senior","","519","3.788","77.1","13.7","3.5","1.5","1.5","0.2","1.2","0.2","",".","0.2","",".","0.6","0.4",".",".","."
"Undergraduates","","1557","3.741","73.8","13.9","4.3","1.9","1.9","0.9","1.1","0.1","",".","1.3","",".","0.2","0.7","0.1",".","."
"Special","","25","2.500","16.0","8.0","4.0","4.0","8.0","12.0","4.0","20.0","",".",".","",".",".",".","12.0","12.0","."
"Graduate","","59","3.943","81.4","6.8","1.7",".",".",".",".","3.4","",".",".","",".",".","5.1","1.7",".","."
"Prof Yr 4","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1644","3.737","73.2","13.5","4.2","1.8","1.9","1.0","1.1","0.5","",".","1.2","",".","0.2","0.9","0.3","0.2","."
