"EDU","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","Dept. Total","303","3.899","82.8","7.3","3.3","0.7","0.3","",".","",".","3.6","",".","2.0","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","149","3.854","81.9","11.4","5.4","1.3",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","87","3.925","92.0","4.6","2.3",".","1.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","26","3.977","96.2","3.8",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","24","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","286","3.899","87.8","7.7","3.5","0.7","0.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","17","",".",".",".",".",".","",".","",".","64.7","",".","35.3","",".","",".","",".",".",".","."
"","Dept. Total","303","3.899","82.8","7.3","3.3","0.7","0.3","",".","",".","3.6","",".","2.0","",".","",".","",".",".",".","."
