"Nordic Mythology","342
001","","20","3.700","65.0","15.0","15.0","5.0","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Chaucers Courtly Poetry","426
001","","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Mediaeval Latin","563
001","","2","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"633
MEDIEVAL","Dept. Total","","42","3.786","73.8","11.9","11.9","2.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","8","3.750","62.5","25.0","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","17","3.882","88.2",".","11.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","15","3.667","60.0","20.0","13.3","6.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","40","3.775","72.5","12.5","12.5","2.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","42","3.786","73.8","11.9","11.9","2.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
