"STATISTICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","078","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","110","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","118","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","124","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","160","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","165","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","192","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","200","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","227","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","261","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","262","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","268","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","270","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","299","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","46","",".",".",".",".",".",".",".","89.1",".",".",".","10.9",".",".",".","."
"992","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","004","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar","Course Total","","49","3.962","95.9",".","2.0",".",".",".",".","2.0",".",".",".",".",".",".",".","."
"Statistical Consulting
998","001","","14","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
