"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","",""
"Logistics Management","Course Total","63","3.651","41.3","47.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Procurement and Supply Mgmt","423
001","33","3.561","33.3","51.5","12.1",".","3.0",".",".",".",".",".",".",".",".",".",".","."
"Sales Strategy and Management","424
001","28","3.375","32.1","21.4","39.3","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"","425
001","49","3.531","16.3","73.5","10.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","425
002","23","3.543","17.4","73.9","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Channel Strategy","Course Total","72","3.535","16.7","73.6","9.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
001","18","3.556","16.7","77.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
002","43","3.686","46.5","44.2","9.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
003","46","3.511","32.6","37.0","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Strategy","Course Total","107","3.589","35.5","46.7","17.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
020","35","3.443","22.9","42.9","34.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
021","36","3.375","30.6","22.2","38.9","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","700
050","54","3.852","77.8","18.5","1.9",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"","700
051","37","3.892","78.4","21.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Management","Course Total","162","3.667","55.6","25.3","16.7","1.9","0.6",".",".",".",".",".",".",".",".",".",".","."
"Marketing Research","710
001","26","3.442","23.1","42.3","34.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Creative Marketing","715
001","33","3.545","36.4","39.4","21.2","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"Logistics Management","722
001","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Channel Strategy","725
001","25","3.545","16.0","64.0","8.0",".",".",".",".","12.0",".",".",".",".",".",".",".","."
"Supply Chain Capital Mgt","728
001","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Growth Marketing Strategies","760
001","30","3.500","13.3","73.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","30","3.500","46.7","23.3","20.0","3.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","765
003","18","3.806","61.1","38.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","48","3.696","52.1","29.2","12.5","2.1","4.2",".",".",".",".",".",".",".",".",".",".","."
"Reading & Rsch-Marketing","799
127","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Current Topics - Marketing","840
002","29","3.793","75.9","17.2",".","3.4","3.4",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Contemporary Topics","971
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
107","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
138","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
162","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Marketing","Course Total","8","",".",".",".",".",".",".",".","87.5",".",".",".","12.5",".",".",".","."
