"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Neurobiology","523
001","91","3.139","28.6","19.8","26.4","9.9","8.8","5.5",".",".",".",".",".",".","1.1",".",".","."
"Criminal Mind:Forensics/Scienc","526
001","159","3.845","84.3","6.3","5.7","0.6","1.9","0.6",".",".",".",".",".",".","0.6",".",".","."
"","601
002","21","3.881","81.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
003","25","3.820","68.0","28.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
004","23","3.619","39.1","34.8","17.4",".",".",".",".",".",".",".",".",".","8.7",".",".","."
"","601
005","22","3.841","77.3","13.6","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
006","24","3.875","87.5","4.2","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","601
007","23","3.696","69.6","17.4","4.3",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","601
008","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
010","48","3.875","81.3","14.6","2.1","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","210","3.829","75.2","16.7","5.2","1.0","1.0",".",".",".",".",".",".",".","1.0",".",".","."
"Epigenetics and the Brain","603
001","29","3.948","96.6",".",".","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Psychotherapy","607
001","23","3.674","60.9","21.7","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Design&Anlys-Psych Expermnts I","610
001","43","3.535","55.8","18.6","9.3","9.3","7.0",".",".",".",".",".",".",".",".",".",".","."
"Biology of Mind","619
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
006","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
007","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
008","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
009","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
010","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
014","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
015","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
017","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
022","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
039","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
040","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
045","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
047","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
058","8","3.625","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
061","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
065","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
072","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
075","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
079","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","621
099","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mentored Research and Seminar","Course Total","214","3.983","97.7","0.9","0.9",".",".",".",".",".",".",".",".",".","0.5",".",".","."
"","681
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 326 of 469",""
