"EDU","","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY & PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","Dept. Total","1285","3.046","33.7","16.0","18.8","9.7","13.9","6.2","1.5","",".","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.138","20.0","33.3","26.7","6.7","6.7",".","6.7","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","147","2.374","7.5","12.9","17.0","15.0","30.6","12.9","3.4","",".","",".",".","",".","",".","0.7",".",".","."
"Junior","","423","2.987","28.8","15.8","21.7","10.2","14.7","7.6","1.2","",".","",".",".","",".","",".",".",".",".","."
"Senior","","678","3.219","42.8","15.9","17.1","8.6","10.5","3.8","1.2","",".","",".",".","",".","",".","0.1",".",".","."
"Undergraduates","","1263","3.044","33.7","15.8","18.8","9.8","14.2","6.1","1.5","",".","",".",".","",".","",".","0.2",".",".","."
"Special","","18","3.222","38.9","22.2","22.2","5.6",".","11.1",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","4","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1285","3.046","33.7","16.0","18.8","9.7","13.9","6.2","1.5","",".","",".",".","",".","",".","0.2",".",".","."
