"","999
048","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
110","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
145","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading for PhD Prelims","Course Total","4","***","","","","","","","","","","","","","","","","",""
"352
ENGL","Dept. Total","4675","3.761","74.1","13.2","5.3","2.0","1.5","0.8","0.7","0.6","0.1","0.0","",".","1.0","0.4","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1081","3.819","81.8","10.6","3.6","1.0","1.2","0.7","0.7",".",".",".","",".",".","0.3",".",".","."
"Sophomore","","1098","3.731","73.7","13.8","6.3","2.2","1.8","0.8","1.0",".",".",".","",".",".","0.4",".",".","."
"Junior","","1198","3.740","71.9","16.3","5.9","2.3","1.7","0.9","0.6","0.1","0.1",".","",".",".","0.3",".",".","."
"Senior","","933","3.744","74.4","13.4","4.9","3.0","1.6","0.9","0.9",".",".",".","",".","0.4","0.5",".",".","."
"Undergraduates","","4310","3.758","75.4","13.6","5.2","2.1","1.6","0.8","0.8","0.0","0.0",".","",".","0.1","0.4",".",".","."
"Special","","96","3.619","55.2","13.5","15.6","4.2","3.1",".",".","5.2",".",".","",".",".",".",".","3.1","."
"Graduate","","269","3.895","61.3","6.7","3.7","0.4",".",".",".","8.9","1.1","0.7","",".","15.6","1.1","0.4",".","."
"","Dept. Total","4675","3.761","74.1","13.2","5.3","2.0","1.5","0.8","0.7","0.6","0.1","0.0","",".","1.0","0.4","0.0","0.1","."
