"INDUSTRIAL & SYSTEMS ENGR","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","",""
"Human Perform&Accidnt Cause","Course Total","","50","3.920","88.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"HFE for Healthcare
557","001","","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quality Engr & Quality Mgmnt
618","003","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes
632","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Engineering Supply Chains
645","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"649","001","","30","3.783","76.7","16.7","3.3",".",".","3.3",".",".",".",".",".",".",".",".",".","."
"649","003","","23","3.500","52.2","30.4","8.7",".","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"Interactive Data Analytics","Course Total","","53","3.660","66.0","22.6","5.7",".","1.9","1.9","1.9",".",".",".",".",".",".",".",".","."
"699","008","","10","3.707","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","22","3.779","59.1","18.2","9.1",".",".",".",".",".",".",".",".",".","4.5",".","9.1","."
"Grad Cooperative Educ Program
702","001","","27","",".",".",".",".",".",".",".",".",".","92.6",".",".",".",".",".","."
"Stochastic Programming
719","001","","14","3.792","71.4",".","7.1","7.1",".",".",".","14.3",".",".",".",".",".",".",".","."
"Dynamic Prog & Assoc Topics
723","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonlinear Optimization I
726","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Topics-Human Factors Engr
859","023","","12","3.583","41.7","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"890","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","019","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","034","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","040","","5","***","","","","","","","","","",".",".",".",".",".",".","."
