"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"","240
001","132","3.409","23.5","48.5","22.0","3.0","0.8","2.3",".",".",".",".",".",".",".",".",".","."
"","240
002","132","3.481","30.3","40.9","25.0","2.3","1.5",".",".",".",".",".",".",".",".",".",".","."
"","240
003","133","3.406","29.3","40.6","21.1","6.0","1.5",".","1.5",".",".",".",".",".",".",".",".","."
"","240
004","135","3.504","28.1","46.7","23.0","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"Data Science Modeling I","Course Total","532","3.450","27.8","44.2","22.7","3.4","0.9","0.6","0.4",".",".",".",".",".",".",".",".","."
"","301
001","133","2.974","31.6","8.3","22.6","13.5","18.0","4.5","1.5",".",".",".",".",".",".",".",".","."
"","301
002","127","2.878","21.3","11.8","22.8","20.5","18.9","3.9","0.8",".",".",".",".",".",".",".",".","."
"","301
003","128","2.617","23.4","9.4","18.0","10.9","24.2","5.5","8.6",".",".",".",".",".",".",".",".","."
"Intro-Statistical Methods","Course Total","388","2.825","25.5","9.8","21.1","14.9","20.4","4.6","3.6",".",".",".",".",".",".",".",".","."
"","303
001","24","3.750","83.3",".","12.5",".",".","4.2",".",".",".",".",".",".",".",".",".","."
"","303
002","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","303
003","71","3.833","87.3","1.4","2.8",".","4.2","1.4",".","2.8",".",".",".",".",".",".",".","."
"","303
004","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"R for Statistics I","Course Total","115","3.845","88.7","0.9","4.3",".","2.6","1.7",".","1.7",".",".",".",".",".",".",".","."
"","304
001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
003","25","3.720","72.0","8.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"","304
004","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"R for Statistics II","Course Total","57","3.851","82.5","8.8","5.3","3.5",".",".",".",".",".",".",".",".",".",".",".","."
"","305
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
003","17","3.563","47.1","17.6","23.5","5.9",".",".",".",".",".",".",".",".","5.9",".",".","."
"","305
004","7","3.357","71.4","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"R for Statistics III","Course Total","43","3.679","67.4","14.0","11.6","2.3",".",".","2.3",".",".",".",".",".","2.3",".",".","."
"","309
001","48","3.198","41.7","10.4","20.8","8.3","14.6","4.2",".",".",".",".",".",".",".",".",".","."
"","309
002","26","3.346","42.3","26.9","11.5","3.8","11.5","3.8",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","74","3.250","41.9","16.2","17.6","6.8","13.5","4.1",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","39","3.205","28.2","25.6","28.2","10.3","2.6","2.6","2.6",".",".",".",".",".",".",".",".","."
"","311
002","68","2.924","20.6","20.6","20.6","11.8","16.2","5.9","1.5",".",".",".",".",".","2.9",".",".","."
"","311
003","67","2.731","14.9","9.0","31.3","14.9","22.4","6.0","1.5",".",".",".",".",".",".",".",".","."
"","311
004","48","2.917","20.8","16.7","16.7","29.2","10.4","6.3",".",".",".",".",".",".",".",".",".","."
"Intro Math Stat (Theo, Meth) I","Course Total","183","2.851","18.6","15.3","23.5","17.5","16.9","6.0","1.1",".",".",".",".",".","1.1",".",".","."
"Intro Math Stat (Theo,Meth) II","312
001","30","3.600","66.7","13.3","13.3",".","3.3",".","3.3",".",".",".",".",".",".",".",".","."
"","324
001","127","2.984","22.8","7.9","36.2","15.7","15.0","1.6","0.8",".",".",".",".",".",".",".",".","."
"","324
002","127","3.079","24.4","15.7","27.6","15.7","16.5",".",".",".",".",".",".",".",".",".",".","."
"","324
003","120","3.101","30.0","14.2","23.3","15.8","14.2",".","1.7",".",".",".",".",".",".","0.8",".","."
"Intro Applied Stats for Engrs","Course Total","374","3.054","25.7","12.6","29.1","15.8","15.2","0.5","0.8",".",".",".",".",".",".","0.3",".","."
"Applied Regression Analysis","333
001","37","3.919","91.9","2.7","2.7","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"","340
001","129","2.845","18.6","8.5","30.2","16.3","23.3","2.3","0.8",".",".",".",".",".",".",".",".","."
"","340
002","139","2.910","25.2","7.9","28.1","12.9","21.6","2.9","1.4",".",".",".",".",".",".",".",".","."
"","340
003","111","2.977","30.6","9.0","21.6","15.3","18.0","4.5","0.9",".",".",".",".",".",".",".",".","."
"Data Science Modeling II","Course Total","379","2.908","24.5","8.4","26.9","14.8","21.1","3.2","1.1",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 351 of 469",""
