"","691
041","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","691
042","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Senior Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"Senior Thesis","692
041","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"244
CLASSICS","Dept. Total","364","3.650","59.3","21.4","5.8","3.3","2.2","0.8","0.8","",".","",".",".","",".","0.8","0.3",".","5.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","79","3.417","51.9","29.1","2.5","5.1","5.1","3.8","2.5","",".","",".",".","",".",".",".",".",".","."
"Sophomore","","91","3.729","68.1","20.9","6.6","1.1","1.1",".","1.1","",".","",".",".","",".",".","1.1",".",".","."
"Junior","","87","3.667","59.8","25.3","6.9","5.7","2.3",".",".","",".","",".",".","",".",".",".",".",".","."
"Senior","","88","3.772","67.0","15.9","8.0","2.3","1.1",".",".","",".","",".",".","",".","3.4",".",".","2.3","."
"Undergraduates","","345","3.648","62.0","22.6","6.1","3.5","2.3","0.9","0.9","",".","",".",".","",".","0.9","0.3",".","0.6","."
"Special","","18","4.000","5.6",".",".",".",".",".",".","",".","",".",".","",".",".",".",".","94.4","."
"Graduate","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","364","3.650","59.3","21.4","5.8","3.3","2.2","0.8","0.8","",".","",".",".","",".","0.8","0.3",".","5.2","."
