"","990
073","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
075","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
083","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","35","",".",".",".",".",".",".",".","88.6","",".",".","",".","11.4",".",".",".","."
"703
PATH-BIO","Dept. Total","1065","3.676","47.5","14.7","8.3","2.7","0.8","0.2","0.3","25.0","",".",".","",".","0.4","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.758","81.8","9.1",".",".","9.1",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","14","3.792","78.6","7.1","14.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","16","3.395","62.5","18.8","6.3","6.3",".",".","6.3",".","",".",".","",".",".",".",".",".","."
"Senior","","37","3.385","59.5","2.7","16.2","10.8","5.4",".","2.7","2.7","",".",".","",".",".",".",".",".","."
"Undergraduates","","78","3.515","66.7","7.7","11.5","6.4","3.8",".","2.6","1.3","",".",".","",".",".",".",".",".","."
"Special","","9","2.375",".","11.1","33.3","11.1","22.2",".","11.1","11.1","",".",".","",".",".",".",".",".","."
"Graduate","","62","3.741","24.2",".","1.6","1.6",".",".",".","66.1","",".",".","",".","6.5",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","746","3.700","53.4","20.1","10.1","2.9","0.4","0.3",".","12.7","",".",".","",".",".","0.1",".",".","."
"Prof Yr 3","","95","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","74","4.000","55.4",".",".",".",".",".",".","43.2","",".",".","",".",".","1.4",".",".","."
"Professionals","","916","3.715","47.9","16.4","8.2","2.4","0.3","0.2",".","24.3","",".",".","",".",".","0.2",".",".","."
"","Dept. Total","1065","3.676","47.5","14.7","8.3","2.7","0.8","0.2","0.3","25.0","",".",".","",".","0.4","0.2",".",".","."
