"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","13279","3.557","57.5","14.7","11.3","4.2","3.8","1.1","0.7","3.7","",".","0.1","",".","2.3","0.4","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","1519","3.569","67.7","13.1","7.6","4.1","3.9","1.6","1.6",".","",".",".","",".",".","0.3",".",".","."
"Sophomore","","1931","3.520","60.0","15.7","11.5","5.2","5.2","1.2","0.9",".","",".",".","",".",".","0.2","0.1",".","."
"Junior","","3124","3.506","56.0","18.0","13.1","5.5","4.7","1.4","1.0",".","",".",".","",".",".","0.2","0.0",".","."
"Senior","","4391","3.561","59.5","15.3","14.2","4.6","4.0","1.1","0.5","0.0","",".",".","",".","0.3","0.3","0.1","0.0","0.0"
"Undergraduates","","10965","3.539","59.7","15.9","12.5","4.9","4.4","1.3","0.9","0.0","",".",".","",".","0.1","0.2","0.1","0.0","0.0"
"Special","","243","3.424","35.4","11.9","9.9","3.7","4.9","0.8","1.2","18.5","",".",".","",".",".","1.2","3.3","9.1","."
"Graduate","","2058","3.769","48.1","8.7","5.2","0.7","0.1",".",".","21.1","",".","0.7","",".","14.2","1.1","0.0",".","."
"Prof Yr 2","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","8","4.000","50.0",".",".",".",".",".",".","50.0","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","13","4.000","61.5",".",".",".",".",".",".","38.5","",".",".","",".",".",".",".",".","."
"","College Total","13279","3.557","57.5","14.7","11.3","4.2","3.8","1.1","0.7","3.7","",".","0.1","",".","2.3","0.4","0.1","0.2","0.0"
