"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Feminist Theory & Criticism
737","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate Fiction Workshop
781","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Poetry Workshop
782","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing Pedagogy Smr
783","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"785","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"785","141","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MFA Thesis","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar-Teaching of Writing
790","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"795","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"795","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"One-credit Seminar","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","149","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Critical Methods in Lit
800","001","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Topics in Medieval Literature
803","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in 18th-Century Lit
805","001","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Topics in Early American Lit
810","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Lit and Environment
825","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sem-Interdisc Theatre Studies
859","001","","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-The English Language
906","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","087","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","089","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","","8","",".",".",".",".",".",".",".",".","12.5",".",".","87.5",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 240 of 469",""
