"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","102
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","102
002","62","3.774","77.4","11.3","3.2","4.8","3.2",".",".",".",".",".",".",".",".",".",".","."
"","102
003","8","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","30","3.767","86.7","3.3","3.3","3.3",".",".","3.3",".",".",".",".",".",".",".",".","."
"Introduction to Computing","Course Total","103","3.777","80.6","7.8","4.9","3.9","1.9",".","1.0",".",".",".",".",".",".",".",".","."
"","200
001","194","3.456","52.6","18.0","14.4","4.6","7.2","1.0","1.5","0.5",".",".",".",".",".",".",".","."
"","200
002","161","3.370","50.3","19.3","11.2","5.0","5.0","6.2","1.2","0.6",".",".",".",".","0.6","0.6",".","."
"","200
003","191","3.599","62.8","14.1","13.6","4.2","2.6","2.6",".",".",".",".",".",".",".",".",".","."
"","200
004","179","3.629","60.3","17.3","13.4","5.0","2.8","0.6",".",".",".",".",".",".",".","0.6",".","."
"Programming I","Course Total","725","3.518","56.7","17.1","13.2","4.7","4.4","2.5","0.7","0.3",".",".",".",".","0.1","0.3",".","."
"","220
001","233","3.339","32.6","27.5","30.9","2.6","3.0","2.1","1.3",".",".",".",".",".",".",".",".","."
"","220
002","233","3.382","29.6","37.8","25.8","1.7","1.7","2.6","0.9",".",".",".",".",".",".",".",".","."
"","220
003","222","3.230","22.5","34.2","26.1","10.8","2.3","3.2","0.9",".",".",".",".",".",".",".",".","."
"","220
004","204","3.255","26.5","30.9","28.4","6.4","3.9","2.5","1.5",".",".",".",".",".",".",".",".","."
"","220
005","77","3.373","26.0","42.9","16.9","3.9","6.5","1.3",".",".",".",".",".",".","1.3",".","1.3","."
"Data Sci Programming I","Course Total","969","3.309","27.8","33.4","26.9","5.2","3.0","2.5","1.0",".",".",".",".",".","0.1",".","0.1","."
"","240
001","194","3.122","27.8","8.2","32.5","20.1","4.1",".","2.1",".",".",".",".",".","5.2",".",".","."
"","240
002","219","3.111","26.5","11.4","30.6","19.2","6.4","1.4","0.9",".",".",".",".",".","3.7",".",".","."
"Intro to Discrete Mathematics","Course Total","413","3.116","27.1","9.9","31.5","19.6","5.3","0.7","1.5",".",".",".",".",".","4.4",".",".","."
"","252
002","188","3.403","51.6","13.3","14.4","7.4","9.0","2.1","0.5",".",".",".",".",".","1.6",".",".","."
"","252
004","193","3.309","48.7","14.5","10.9","5.7","11.4","3.6","1.6",".",".",".",".",".","3.6",".",".","."
"","252
005","215","3.509","54.9","14.9","14.9","5.1","7.0","1.4",".",".",".",".",".",".","1.9",".",".","."
"Intro to Computer Engineering","Course Total","596","3.412","51.8","14.3","13.4","6.0","9.1","2.3","0.7",".",".",".",".",".","2.3",".",".","."
"","298
128","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","298
139","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Comp Sci","Course Total","2","***","","","","","","","","","","","","","","","",""
"","300
001","234","3.641","59.4","22.2","12.8","1.7","3.0",".","0.9",".",".",".",".",".",".",".",".","."
"","300
002","219","3.622","52.5","28.3","13.2","3.2","1.4","0.9",".",".",".",".",".",".","0.5",".",".","."
"","300
003","238","3.419","40.8","25.2","24.4","3.8","0.8","2.1","1.7",".",".",".",".",".","0.4","0.8",".","."
"","300
004","136","3.688","61.0","22.8","10.3","4.4","1.5",".",".",".",".",".",".",".",".",".",".","."
"Programming II","Course Total","827","3.580","52.5","24.8","15.8","3.1","1.7","0.8","0.7",".",".",".",".",".","0.2","0.2",".","."
"","304
001","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
004","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","8","3.625","75.0",".","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","29","3.810","82.8","3.4","10.3",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"","319
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
002","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
003","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
004","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Data Sci Prgmg I - Research","Course Total","30","3.883","80.0","16.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320
001","186","3.446","54.3","13.4","18.8","4.8","4.8","2.2","1.6",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 220 of 469",""
