"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","",""
"","101","001","16","3.656","75.0","12.5",".","6.3",".","6.3",".",".",".",".",".",".",".",".",".","."
"","101","002","15","3.800","73.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Textile Design","","Course Total","31","3.726","74.2","12.9","6.5","3.2",".","3.2",".",".",".",".",".",".",".",".",".","."
"Design: Fundamentals I","120","001","133","3.837","82.0","12.8","2.3",".","0.8",".","1.5",".",".",".",".",".",".","0.8",".","."
"Sewn Construction I","153","001","48","3.958","95.8","2.1",".","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"Fashion Illustration","210","001","15","3.667","40.0","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Person & Environ Interactions","221","001","124","3.657","69.4","8.9","12.9","1.6","7.3",".",".",".",".",".",".",".",".",".",".","."
"Interior Design I","222","001","32","3.969","96.9",".","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interior Architect Design","223","001","32","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Materials and Finishes","224","001","33","3.894","78.8","21.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Design: Weaving I","229","001","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","241","001","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","241","002","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Visual Communication I","","Course Total","32","3.906","84.4","12.5","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Design Leadership Symposium","252","001","122","3.754","77.9","7.4","8.2","4.1","1.6",".","0.8",".",".",".",".",".",".",".",".","."
"","253","001","14","3.462","35.7","14.3","42.9",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","253","002","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Patternmaking-Apparel Design","","Course Total","20","3.579","50.0","10.0","35.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Cloth to Clothing","319","001","17","3.471","47.1","17.6","23.5","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Design Programming","321","001","32","3.953","93.8","3.1","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dsgn-Manual/Comptr Gen Imagery","327","001","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341","001","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341","002","24","3.729","45.8","54.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Design Thinking","","Course Total","54","3.880","75.9","24.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hist of Fashion,1400-Presnt","355","001","79","3.829","73.4","20.3","1.3",".",".",".","1.3","1.3",".",".",".",".","2.5",".",".","."
"Design-Related Intl Experience","361","00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist of Arch. & Interiors I","421","001","36","4.000","97.2",".",".",".",".",".",".",".",".",".",".",".",".","2.8",".","."
"Textile Design: Weaving II","429","001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Color Theory and Technology","451","001","21","3.690","61.9","28.6",".","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","501","002","27","3.500","37.0","33.3","25.9",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"","501","003","12","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501","004","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","46","3.630","54.3","21.7","21.7",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"Experimental Textile Design","528","001","11","3.364","63.6","18.2",".",".","9.1",".","9.1",".",".",".",".",".",".",".",".","."
"Internship","601","001","6","3.167","66.7",".",".",".","16.7","16.7",".",".",".",".",".",".",".",".",".","."
"Visual Thinkng Problem Solving","620","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interior Design III","622","001","33","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interior Design V","626","001","17","3.647","58.8","11.8","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Design Thinking","641","001","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
