"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","111050","3.424","51.2","16.7","13.7","5.4","5.3","1.9","1.1","2.4","0.0","1.1","0.0","0.4","0.4","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","18526","3.292","44.7","18.4","16.3","6.9","7.0","3.0","1.6","0.0","0.0","1.6","0.1",".","0.3","0.0",".","."
"Sophomore","","27271","3.374","50.5","17.1","15.1","5.8","6.7","2.2","1.2","0.0",".","0.9","0.0",".","0.3","0.0","0.0","."
"Junior","","26097","3.395","50.0","17.9","15.4","6.4","6.1","2.0","1.0","0.0","0.0","0.6","0.0","0.0","0.4","0.0",".","0.0"
"Senior","","25064","3.490","55.3","17.2","12.9","5.3","4.5","1.4","1.0","0.1",".","1.2","0.0","0.6","0.4","0.1","0.0","0.0"
"Undergraduates","","96958","3.392","50.5","17.6","14.9","6.0","6.0","2.1","1.2","0.0","0.0","1.0","0.0","0.2","0.4","0.1","0.0","0.0"
"Special","","2482","3.557","31.3","8.6","6.2","1.7","1.5","0.6","0.8","36.8","0.0","0.8","0.1",".","0.3","2.6","8.6","0.1"
"Graduate","","11632","3.793","61.6","10.4","5.7","1.0","0.5","0.2","0.2","14.8","0.1","2.3",".","2.0","0.9","0.1","0.3","0.0"
"Prof Yr 1","","73","3.927","87.7","12.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","63","3.932","92.1","1.6","3.2",".",".",".",".",".",".","1.6",".",".","1.6",".",".","."
"Prof Yr 3","","81","3.907","88.9","3.7","3.7","1.2",".",".",".","2.5",".",".",".",".",".",".",".","."
"Prof Yr 4","","36","3.712","63.9","19.4","5.6",".",".",".","2.8",".",".","8.3",".",".",".",".",".","."
"Professionals","","253","3.884","85.8","7.9","2.8","0.4",".",".","0.4","0.8",".","1.6",".",".","0.4",".",".","."
"","College Total","111325","3.424","51.3","16.6","13.7","5.4","5.3","1.9","1.1","2.4","0.0","1.2","0.0","0.4","0.4","0.1","0.2","0.0"
