"L&S","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Becoming a Scientist","181
001","","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evolution,Ecology,&Genetics","381
001","","90","3.631","72.2","10.0","6.7","2.2","2.2","1.1","3.3",".",".",".",".",".","2.2",".",".","."
"","382
001","","19","3.684","78.9","10.5","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","382
002","","16","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
003","","14","3.464","42.9","7.1","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
004","","13","3.462","61.5","15.4","15.4",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","382
005","","12","3.583","58.3",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evol,Ecol,&Genetics Lab","Course Total","","74","3.588","62.2","9.5","25.7",".",".",".","2.7",".",".",".",".",".",".",".",".","."
"Peer Mentoring","401
001","","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Principles of Physiology","485
001","","91","3.505","44.0","14.3","40.7","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"","486
001","","12","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","486
002","","16","3.844","81.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","486
003","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles of Physiology Lab","Course Total","","41","3.817","75.6","12.2","12.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"206
BIOCORE","Dept. Total","","337","3.616","59.3","10.4","19.9","0.9","0.6","0.3","1.5",".",".","6.5",".",".","0.6",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","71","3.548","67.6","9.9","14.1","2.8","1.4",".","4.2",".",".",".",".",".",".",".",".","."
"Junior","","","135","3.588","60.7","8.1","24.4","0.7","0.7","0.7","1.5",".",".","1.5",".",".","1.5",".",".","."
"Senior","","","122","3.667","50.0","13.9","19.7",".",".",".",".",".",".","16.4",".",".",".",".",".","."
"Undergraduates","","","336","3.614","59.2","10.4","19.9","0.9","0.6","0.3","1.5",".",".","6.5",".",".","0.6",".",".","."
"Graduate","","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","337","3.616","59.3","10.4","19.9","0.9","0.6","0.3","1.5",".",".","6.5",".",".","0.6",".",".","."
