"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Making Comics 1","Course Total","","21","3.900","81.0","9.5","4.8",".",".",".",".",".",".",".",".",".",".","4.8",".","."
"Intermediate Drawing I","312
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture II","314
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Lithography","316
001","","9","3.778","88.9",".",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Video, Perf & Installation Art","318
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","322
001","","11","3.682","81.8","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Etching","326
001","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing II","332
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Wood Working","334
001","","12","3.708","83.3","8.3",".",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Service Learning in Art","338
001","","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","341
001","","7","3.429","57.1",".","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Watercolor II","342
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
002","","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
003","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
004","","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Graphic Design","Course Total","","57","3.912","86.0","10.5","3.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Digital Printmaking","348
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Glassworking","354
001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stage Lighting I","366
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Set Design I","372
001","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","376
001","","9","3.722","77.8","11.1",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","376
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","376
003","","6","3.417","50.0","16.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Photography","Course Total","","20","3.675","70.0","15.0","5.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Digital Fabrication Studio","409
001","","6","3.250","66.7","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"","428
001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","428
002","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Imaging Studio","Course Total","","28","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","429
001","","14","3.607","71.4","21.4",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","429
002","","13","3.885","92.3",".",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","429
003","","15","3.633","66.7","13.3","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"3D Digital Studio I","Course Total","","42","3.702","76.2","11.9","2.4","4.8","2.4",".","2.4",".",".",".",".",".",".",".",".","."
"Graphic Design History","438
001","","40","3.813","77.5","17.5",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Artists' Books","446
001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
001","","15","3.833","86.7","6.7",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","448
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
004","","16","3.719","56.3","37.5",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","","Page 74 of 469"
