"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"","999
081","2","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Independent Study","Course Total","7","3.938","85.7","14.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"271
CNSR SCI","Dept. Total","3247","3.655","64.0","21.4","8.1","3.0","1.8","0.8","0.4","0.2","",".",".","",".","",".","",".","0.0","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","65","3.682","72.3","10.8","10.8","6.2",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","413","3.671","70.7","15.3","8.5","1.5","2.7","0.2","1.0","0.2","",".",".","",".","",".","",".",".",".","."
"Junior","","1240","3.715","68.1","20.4","7.3","2.1","1.0","0.6","0.4",".","",".",".","",".","",".","",".",".",".","."
"Senior","","1489","3.600","58.5","24.7","8.8","4.1","2.4","1.3","0.2",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","3207","3.654","64.1","21.5","8.2","3.0","1.9","0.8","0.4","0.0","",".",".","",".","",".","",".",".",".","."
"Special","","9","3.500",".","11.1",".",".",".",".",".",".","",".",".","",".","",".","",".","11.1","77.8","."
"Graduate","","31","3.936","71.0","6.5",".",".",".",".",".","22.6","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","3247","3.655","64.0","21.4","8.1","3.0","1.8","0.8","0.4","0.2","",".",".","",".","",".","",".","0.0","0.2","."
