"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Grad Seminar in ECE","Course Total","","109","3.748","70.6","16.5","6.4","4.6","1.8",".",".",".",".",".",".",".",".",".",".","."
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","111","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"699","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","117","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","32","3.934","90.6","3.1",".","3.1",".",".",".",".",".",".",".",".","3.1",".",".","."
"Grad Cooperative Educ Program
702","001","","14","",".",".",".",".",".",".",".",".",".","92.9",".",".",".",".",".","."
"Linear Systems
717","001","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Waves&Instabilities-Plasmas
724","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Probability and Random Process
730","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electromagnetic Theory
740","001","","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Solid State Electronics
745","001","","23","3.682","47.8","34.8","13.0",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"Quantum Electronics
746","001","","12","3.955","83.3","8.3",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Embedded Computing Systems
751","001","","15","3.800","73.3","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Computer Architecture I
752","001","","21","3.643","38.1","52.4","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer-Aided Desgn-VLSI
756","001","","12","3.667","66.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"HPC for Apps in Engr
759","001","","35","3.914","88.6","5.7","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Machine Learning
760","001","","16","3.800","68.8","18.8",".","6.3",".",".",".",".",".",".",".",".",".","6.3",".","."
"Machine Learning Ultrason Imag
778","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 130 of 469",""
