"VET","","","","","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE BIOSCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","Dept. Total","416","3.401","46.9","15.9","19.7","5.3","6.3","1.9","",".","3.4","",".",".","",".","0.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","6","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","11","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","19","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","17","",".",".",".",".",".",".","",".","82.4","",".",".","",".","17.6","",".",".",".","."
"Prof Yr 1","","380","3.385","46.3","17.4","21.6","5.8","6.8","2.1","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","380","3.385","46.3","17.4","21.6","5.8","6.8","2.1","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","416","3.401","46.9","15.9","19.7","5.3","6.3","1.9","",".","3.4","",".",".","",".","0.7","",".",".",".","."
