"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","115
002","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
011","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
012","29","3.879","79.3","17.2","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
013","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
014","25","3.760","84.0","8.0","4.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"","115
021","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
022","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
024","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
031","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
032","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
033","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
034","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
041","14","3.536","71.4","7.1","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","115
042","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
043","19","3.868","89.5","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","115
044","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
045","17","3.882","88.2","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","115
046","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
051","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
052","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
053","6","3.333","83.3",".",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","299","3.891","89.6","6.4","2.0","0.7","0.3",".","1.0",".",".",".",".",".",".",".",".","."
"Art/Sci of Human Flourishing","120
001","46","3.543","56.5","19.6","13.0","2.2","6.5","2.2",".",".",".",".",".",".",".",".",".","."
"","125
001","17","3.500","58.8","17.6","5.9",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"","125
002","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
003","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
004","15","3.733","93.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","125
005","20","3.850","85.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","125
006","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
007","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
008","17","3.853","88.2","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","125
009","13","3.538","76.9",".","15.4",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","125
010","20","3.800","95.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","125
011","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
012","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
013","20","3.875","90.0","5.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","125
014","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
015","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
016","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
017","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
018","18","3.861","88.9",".","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","125
019","19","3.842","78.9","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 82 of 469"
