"L&S","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"Dept. Total
512
JOURN","1858","3.764","62.8","20.9","5.8","1.1","0.4","0.1","0.5","1.6","",".","5.9","0.1","0.4","0.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"Freshmen","131","3.705","61.8","24.4","7.6","4.6",".",".","0.8",".","",".",".",".",".","0.8",".",".","."
"Sophomore","372","3.711","63.4","26.6","5.4","1.3",".","0.5","1.1",".","",".","1.3",".",".","0.3",".",".","."
"Junior","578","3.768","63.8","22.7","6.1","0.7","0.5",".","0.3",".","",".","5.2",".",".","0.7",".",".","."
"Senior","652","3.792","64.3","17.5","6.4","0.8","0.6",".","0.3",".","",".","9.4","0.2","0.5","0.2",".",".","."
"Undergraduates","1733","3.758","63.8","21.7","6.2","1.2","0.4","0.1","0.5",".","",".","5.5","0.1","0.2","0.4",".",".","."
"Special","8","3.935","75.0","12.5",".",".",".",".",".","12.5","",".",".",".",".",".",".",".","."
"Graduate","117","3.899","47.9","10.3","0.9",".",".",".",".","24.8","",".","11.1",".","4.3","0.9",".",".","."
"Dept. Total","1858","3.764","62.8","20.9","5.8","1.1","0.4","0.1","0.5","1.6","",".","5.9","0.1","0.4","0.4",".",".","."
