"ALS","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","Dept. Total","403","3.390","53.3","12.9","8.9","7.2","6.0","2.5","2.5","4.2","",".",".","",".","2.0","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","2.724","21.2","27.3","9.1","15.2","12.1","9.1","6.1",".","",".",".","",".",".",".",".",".","."
"Sophomore","","52","3.072","30.8","25.0","21.2","3.8","11.5","5.8","1.9",".","",".",".","",".",".",".",".",".","."
"Junior","","80","3.222","50.0","11.3","13.8","10.0","7.5","1.3","6.3",".","",".",".","",".",".",".",".",".","."
"Senior","","132","3.496","59.8","12.1","8.3","9.1","6.1","2.3","1.5",".","",".",".","",".",".","0.8",".",".","."
"Undergraduates","","297","3.264","47.8","15.8","12.1","9.1","8.1","3.4","3.4",".","",".",".","",".",".","0.3",".",".","."
"Special","","2","***","","","","","","","","","","",".","",".",".",".",".","50.0","."
"Graduate","","104","3.907","69.2","4.8",".","1.9",".",".",".","16.3","",".",".","",".","7.7",".",".",".","."
"","Dept. Total","403","3.390","53.3","12.9","8.9","7.2","6.0","2.5","2.5","4.2","",".",".","",".","2.0","0.2",".","0.2","."
