"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"Law and Public Education","542","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Experience-Ed Ldrship","700","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701","002","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Intro-Higher & Post-Sec Ed","","Course Total","","26","4.000","96.2",".",".",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"Athletics Administration","710","001","","17","3.969","88.2","5.9",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Govern&Admin-Coll&Universty","715","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research","719","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch Meth & Proc-Ed Admin","725","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Admin Stdt Serv-Higher Educ","736","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","750","001","","32","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"","750","002","","8","3.714","75.0",".",".",".","12.5",".",".",".",".",".",".",".","12.5",".",".","."
"Coaching 1: Everyday Practices","","Course Total","","40","3.946","90.0",".",".",".","2.5",".",".",".",".",".",".",".","7.5",".",".","."
"","751","001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","751","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lead and Justice in Sports","","Course Total","","32","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sports Leadership Road Course","754","001","","28","3.896","71.4","10.7","3.6",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"HPE Capstone Seminar","777","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Doctoral Inquiry","810","001","","15","3.893","86.7",".",".","6.7",".",".",".",".",".",".",".",".","6.7",".",".","."
"Intro Quant Inquiry in Educ","822","001","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","825","002","","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"","825","003","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Rsch Methods-Ed Admin","","Course Total","","28","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Surveys/Quant Data Collection","827","001","","12","3.667","91.7",".",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"Resource Allocation & Equity","832","001","","17","3.719","82.4","5.9",".",".",".",".","5.9",".",".",".",".",".","5.9",".",".","."
"Legal Aspects of Higher Ed","841","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","845","003","","15","3.643","73.3","13.3",".",".",".",".","6.7",".",".",".",".",".","6.7",".",".","."
"","845","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"School-Level Leadership","","Course Total","","19","3.722","78.9","10.5",".",".",".",".","5.3",".",".",".",".",".","5.3",".",".","."
"Org Theory&Behavior in Educ","860","002","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","863","003","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","863","004","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Race Class & Ed Inequality","","Course Total","","23","3.977","91.3","4.3",".",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"The Politics of Education","870","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory&Practice-Ed Planning","875","002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The American Community College","878","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internationalization Higher Ed","886","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Diversity and Inequality","887","001","","16","3.844","87.5",".","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Appl Rsch in Ed Admin","890","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
