"PHILOSOPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","",""
"","101
001","82","3.383","47.6","20.7","11.0","8.5","6.1","4.9",".",".",".",".",".",".",".",".","1.2","."
"","101
002","79","3.854","86.1","6.3","2.5","2.5","2.5",".",".",".",".",".",".",".",".",".",".","."
"","101
003","77","3.829","85.7","6.5","1.3","1.3","2.6",".","1.3","1.3",".",".",".",".",".",".",".","."
"","101
004","86","3.843","81.4","10.5","5.8",".","2.3",".",".",".",".",".",".",".",".",".",".","."
"","101
005","84","3.565","33.3","48.8","15.5","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"","101
006","85","3.835","81.2","9.4","5.9","2.4","1.2",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Philosophy","Course Total","493","3.718","69.0","17.2","7.1","2.8","2.4","0.8","0.2","0.2",".",".",".",".",".",".","0.2","."
"","104
001","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","18","3.694","44.4","50.0","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics:Philos-Freshmen","Course Total","28","3.732","53.6","39.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reason in Communication","210
001","86","3.384","33.7","31.4","14.0","9.3","5.8","1.2",".",".",".",".",".",".","3.5","1.2",".","."
"","211
001","38","3.368","34.2","34.2","15.8","13.2",".",".","2.6",".",".",".",".",".",".",".",".","."
"","211
002","68","3.338","48.5","13.2","16.2","4.4","5.9","7.4",".","2.9",".",".",".",".","1.5",".",".","."
"","211
003","56","3.464","48.2","21.4","16.1","7.1","5.4","1.8",".",".",".",".",".",".",".",".",".","."
"Elementary Logic","Course Total","162","3.390","45.1","21.0","16.0","7.4","4.3","3.7","0.6","1.2",".",".",".",".","0.6",".",".","."
"Philosophy and the Sciences","220
001","22","3.318","54.5","22.7","4.5","4.5","4.5",".","9.1",".",".",".",".",".",".",".",".","."
"","241
001","82","3.331","18.3","48.8","13.4","1.2","6.1","1.2","1.2",".",".",".",".",".",".","9.8",".","."
"","241
002","85","3.612","56.5","29.4","5.9","3.5","1.2","3.5",".",".",".",".",".",".",".",".",".","."
"","241
003","86","3.588","37.2","45.3","14.0","1.2","1.2",".",".","1.2",".",".",".",".",".",".",".","."
"","241
004","40","3.705","80.0","5.0","5.0","2.5",".","2.5","2.5","2.5",".",".",".",".",".",".",".","."
"Introductory Ethics","Course Total","293","3.544","43.3","36.2","10.2","2.0","2.4","1.7","0.7","0.7",".",".",".",".",".","2.7",".","."
"","243
001","74","3.669","81.1","1.4","2.7","5.4","6.8","2.7",".",".",".",".",".",".",".",".",".","."
"","243
002","77","3.916","87.0","9.1","3.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","243
003","55","3.333","34.5","32.7","5.5","21.8","1.8",".","1.8","1.8",".",".",".",".",".",".",".","."
"","243
004","35","3.114","25.7","31.4","17.1","14.3","5.7",".","5.7",".",".",".",".",".",".",".",".","."
"Ethics in Business","Course Total","241","3.610","64.3","15.4","5.8","8.7","3.3","0.8","1.2","0.4",".",".",".",".",".",".",".","."
"Topic in Philosophy-Humanities","304
001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341
002","83","3.988","97.6","2.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341
003","78","3.533","53.8","28.2","7.7","1.3","1.3","1.3","3.8","2.6",".",".",".",".",".",".",".","."
"","341
004","71","3.754","77.5","11.3","5.6","1.4","1.4","2.8",".",".",".",".",".",".",".",".",".","."
"","341
005","46","3.380","41.3","26.1","17.4","6.5","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","341
091","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341
092","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341
093","22","3.750","77.3","13.6","4.5",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","341
094","23","3.804","82.6","4.3","8.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","341
095","18","3.861","83.3","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Moral Issues","Course Total","370","3.736","74.1","14.1","5.9","1.6","1.4","1.6","0.8","0.5",".",".",".",".",".",".",".","."
"Hist of Ancient Philosophy","430
001","56","3.731","55.4","32.1","7.1","1.8",".",".",".",".",".",".",".",".","1.8","1.8",".","."
"History-Modern Philosophy","432
001","69","3.500","44.9","29.0","13.0","8.7","1.4",".","1.4",".",".",".",".",".","1.4",".",".","."
"Existentialism","440
001","25","3.295","24.0","32.0","20.0","4.0","4.0","4.0",".",".",".",".",".",".","12.0",".",".","."
"Theory of Knowledge","503
001","24","3.667","58.3","29.2","4.2","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
