"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Sngl Molec Apprchs to Biology
918","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Genomic Sciences Program Semin
923","157","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Chemical Biology (Adv)
945","001","","27","3.907","85.2","11.1","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","013","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","017","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","023","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","030","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","048","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","049","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","058","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","067","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","076","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","081","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","083","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","087","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","091","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 204 of 469",""
