"","990
036","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
043","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
044","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","48","",".",".",".",".",".",".",".","77.1","",".",".","",".","22.9",".",".",".","."
"420
GEOSCI","Dept. Total","1599","3.462","48.1","20.9","11.4","5.0","4.0","1.5","0.9","4.6","",".",".","",".","0.8","0.1","2.3","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"420
GEOSCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","219","3.405","46.1","23.3","13.7","9.6","5.5","1.4","0.5",".","",".",".","",".",".",".",".",".","."
"Sophomore","","501","3.519","55.3","21.8","12.0","4.6","4.4","1.2","0.6",".","",".",".","",".",".",".","0.2",".","."
"Junior","","374","3.482","50.0","27.8","12.6","3.2","3.7","1.6","0.8",".","",".",".","",".",".","0.3",".",".","."
"Senior","","303","3.326","48.2","21.1","13.5","6.9","4.6","3.0","2.0",".","",".",".","",".","0.7",".",".",".","."
"Undergraduates","","1397","3.458","50.9","23.5","12.7","5.5","4.4","1.7","0.9",".","",".",".","",".","0.1","0.1","0.1",".","."
"Special","","83","3.156","6.0","1.2",".",".",".",".","1.2","41.0","",".",".","",".",".",".","42.2","8.4","."
"Graduate","","119","3.622","44.5","4.2","4.2","2.5","1.7",".",".","32.8","",".",".","",".","9.2",".","0.8",".","."
"","Dept. Total","1599","3.462","48.1","20.9","11.4","5.0","4.0","1.5","0.9","4.6","",".",".","",".","0.8","0.1","2.3","0.4","."
