"Philosophy, Theory, Criticism","375
001","","11","3.136","36.4","27.3","18.2",".","",".","18.2","",".",".","",".","",".",".","",".","","",".",".",".","."
"Third Semester Turkish","439
001","","2","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Fifth Semester Turkish & Azeri","539
001","","2","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"425
GNS","Dept. Total","","35","3.513","54.3","17.1","20.0","2.9","",".","5.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"425
GNS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","8","3.660","62.5","12.5","25.0",".","",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","3.586","66.7","22.2",".",".","",".","11.1","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","10","3.274","40.0","20.0","20.0","10.0","",".","10.0","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","31","3.515","54.8","19.4","16.1","3.2","",".","6.5","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","3","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","35","3.513","54.3","17.1","20.0","2.9","",".","5.7","",".","",".","",".",".","",".","",".","",".",".",".","."
