"L&S","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","Dept. Total","1672","3.869","82.0","4.8","2.2","1.0","0.8","0.5","0.7","",".","",".","7.1","0.1","",".","0.5","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","479","3.828","72.9","4.4","2.7","1.9","1.0","0.4","1.3","",".","",".","14.4","0.4","",".","0.4","0.2",".","."
"Sophomore","","555","3.874","81.3","5.4","1.6","0.5","0.9","0.5","0.5","",".","",".","8.5",".","",".","0.7",".",".","."
"Junior","","369","3.902","89.4","4.9","2.2","0.8","0.3","0.5","0.5","",".","",".","0.8",".","",".","0.3","0.3",".","."
"Senior","","261","3.873","89.3","4.6","2.7","0.8","1.1","0.8",".","",".","",".",".",".","",".","0.4","0.4",".","."
"Undergraduates","","1664","3.868","81.9","4.9","2.2","1.0","0.8","0.5","0.7","",".","",".","7.2","0.1","",".","0.5","0.2",".","."
"Special","","7","4.000","100.0",".",".",".",".",".",".","",".","",".",".",".","",".",".",".",".","."
"Graduate","","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","Dept. Total","1672","3.869","82.0","4.8","2.2","1.0","0.8","0.5","0.7","",".","",".","7.1","0.1","",".","0.5","0.2",".","."
