"","991
102","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
103","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
104","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
105","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research Nutrition","Course Total","44","",".",".",".",".",".",".",".","56.8","",".",".","",".","6.8","36.4",".",".","."
"694
NUTR SCI","Dept. Total","1610","3.771","73.9","12.4","6.4","1.7","2.1","0.2","0.2","1.6","",".",".","",".","0.2","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","431","3.853","85.2","7.9","3.0","1.4","1.9",".","0.5",".","",".",".","",".",".","0.2",".",".","."
"Sophomore","","326","3.791","79.8","9.2","6.4","0.3","3.4",".","0.6",".","",".",".","",".",".","0.3",".",".","."
"Junior","","293","3.785","75.8","12.3","6.8","2.7","2.0",".",".",".","",".",".","",".",".","0.3",".",".","."
"Senior","","290","3.605","64.1","16.2","11.4","3.4","2.8","1.4",".",".","",".",".","",".",".","0.7",".",".","."
"Undergraduates","","1340","3.775","77.2","11.0","6.5","1.9","2.5","0.3","0.3",".","",".",".","",".",".","0.4",".",".","."
"Special","","9","3.725","66.7",".","11.1","11.1",".",".",".","11.1","",".",".","",".",".",".",".",".","."
"Graduate","","260","3.739","56.9","20.0","5.8","0.4","0.4",".",".","9.2","",".",".","",".","1.2","6.2",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1610","3.771","73.9","12.4","6.4","1.7","2.1","0.2","0.2","1.6","",".",".","",".","0.2","1.3",".",".","."
