"Senior Honors Thesis","681
001","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","691
004","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699
006","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"504
INTL ST","Dept. Total","562","3.552","43.4","19.0","8.9","3.6","2.7","0.7","0.9","0.4","",".","18.5","1.1","0.4","0.4",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","144","3.405","27.8","20.1","11.1","5.6","2.8","2.1",".",".","",".","27.8","2.8",".",".",".",".","."
"Sophomore","","132","3.566","40.2","18.2","7.6","3.0","3.0",".","1.5",".","",".","25.0","0.8",".","0.8",".",".","."
"Junior","","108","3.503","40.7","23.1","9.3","4.6","3.7","0.9","0.9",".","",".","15.7","0.9",".",".",".",".","."
"Senior","","151","3.707","61.6","17.2","9.3","2.0","0.7",".","1.3",".","",".","6.0",".","1.3","0.7",".",".","."
"Undergraduates","","535","3.549","43.0","19.4","9.3","3.7","2.4","0.7","0.9",".","",".","18.5","1.1","0.4","0.4",".",".","."
"Special","","17","3.278","23.5","17.6",".",".","11.8",".",".","11.8","",".","29.4",".",".",".",".","5.9","."
"Graduate","","10","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","562","3.552","43.4","19.0","8.9","3.6","2.7","0.7","0.9","0.4","",".","18.5","1.1","0.4","0.4",".","0.2","."
