"L&S","","","","","","","","","","","","","","","","","","","","","",""
"PUBLIC AFFAIRS & PUBLIC POLI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
826
PUB AFFR","780","3.633","56.2","20.4","9.4","3.7","1.7","0.6","0.9","0.6","",".","6.0","",".","",".","",".",".","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","29","3.362","44.8","20.7","20.7","3.4","6.9",".","3.4",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","103","3.437","48.5","25.2","8.7","9.7","4.9","1.0","1.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","187","3.626","58.8","21.4","13.4","3.2","1.6","1.1","0.5",".","",".",".","",".","",".","",".",".",".","."
"Senior","203","3.738","69.0","15.8","4.9","2.5","1.5","0.5","1.0","1.0","",".","3.9","",".","",".","",".",".",".","."
"Undergraduates","522","3.615","60.0","19.9","9.6","4.2","2.5","0.8","1.1","0.4","",".","1.5","",".","",".","",".",".",".","."
"Special","15","3.450","26.7","13.3","20.0","6.7",".",".",".","13.3","",".",".","",".","",".","",".",".","20.0","."
"Graduate","212","3.674","49.1","21.2","8.5","2.8",".","0.5","0.5","0.5","",".","16.5","",".","",".","",".",".",".","."
"Prof Yr 2","6","4.000","83.3",".",".",".",".",".",".",".","",".","16.7","",".","",".","",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","24","3.738","50.0","29.2","8.3",".",".",".",".",".","",".","12.5","",".","",".","",".",".",".","."
"Professionals","31","3.778","54.8","25.8","6.5",".",".",".",".",".","",".","12.9","",".","",".","",".",".",".","."
"Dept. Total","780","3.633","56.2","20.4","9.4","3.7","1.7","0.6","0.9","0.6","",".","6.0","",".","",".","",".",".","0.4","."
